palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
narcotraficante,"['nar', 'co', 'tra', 'fi', 'can', 'te']",nar·co·tra·fi·can·te,nome feminino,"['nah', 'ko', 'tɾa', 'fi', 'kˈɐ̃', 'tʃɪ']",nah.ko.tɾa.fi.kˈɐ̃.tʃɪ,2,penultima,fi,kˈɐ̃,tʃɪ
narcotráfico,"['nar', 'co', 'trá', 'fi', 'co']",nar·co·trá·fi·co,nome masculino,"['nah', 'ko', 'tɾˈa', 'fi', 'kʊ']",nah.ko.tɾˈa.fi.kʊ,3,antepenultima,tɾˈa,fi,kʊ
nardo,"['nar', 'do']",nar·do,nome masculino,"['nˈaɦ', 'dʊ']",nˈaɦ.dʊ,2,penultima,,nˈaɦ,dʊ
narguilé,"['nar', 'gui', 'lé']",nar·gui·lé,nome masculino,"['naɦ', 'gi', 'lˈɛ']",naɦ.gi.lˈɛ,1,ultima,naɦ,gi,lˈɛ
narigão,"['na', 'ri', 'gão']",na·ri·gão,nome masculino,"['na', 'ɾi', 'gˈɐ̃w']",na.ɾi.gˈɐ̃w,1,ultima,na,ɾi,gˈɐ̃w
narigão,"['na', 'ri', 'gão']",na·ri·gão,adjetivo,"['na', 'ɾi', 'gˈɐ̃w']",na.ɾi.gˈɐ̃w,1,ultima,na,ɾi,gˈɐ̃w
narigudo,"['na', 'ri', 'gu', 'do']",na·ri·gu·do,nome masculino,"['na', 'ɾi', 'gˈu', 'dʊ']",na.ɾi.gˈu.dʊ,2,penultima,ɾi,gˈu,dʊ
narigudo,"['na', 'ri', 'gu', 'do']",na·ri·gu·do,adjetivo,"['na', 'ɾi', 'gˈu', 'dʊ']",na.ɾi.gˈu.dʊ,2,penultima,ɾi,gˈu,dʊ
narina,"['na', 'ri', 'na']",na·ri·na,nome feminino,"['na', 'ɾˈĩ', 'nɐ']",na.ɾˈĩ.nɐ,2,penultima,na,ɾˈĩ,nɐ
nariz,"['na', 'riz']",na·riz,nome masculino,"['na', 'ɾˈiʃ']",na.ɾˈiʃ,1,ultima,,na,ɾˈiʃ
narizinho,"['na', 'ri', 'zi', 'nho']",na·ri·zi·nho,nome masculino,"['na', 'ɾi', 'zˈĩ', 'ɲʊ']",na.ɾi.zˈĩ.ɲʊ,2,penultima,ɾi,zˈĩ,ɲʊ
narração,"['nar', 'ra', 'ção']",nar·ra·ção,nome feminino,"['na', 'ɦa', 'sˈɐ̃w']",na.ɦa.sˈɐ̃w,1,ultima,na,ɦa,sˈɐ̃w
narrado,"['nar', 'ra', 'do']",nar·ra·do,nome masculino,"['na', 'ɦˈa', 'dʊ']",na.ɦˈa.dʊ,2,penultima,na,ɦˈa,dʊ
narrado,"['nar', 'ra', 'do']",nar·ra·do,adjetivo,"['na', 'ɦˈa', 'dʊ']",na.ɦˈa.dʊ,2,penultima,na,ɦˈa,dʊ
