palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
lacrau,nome masculino,"['la', 'crau']",-1,"['la', 'kɾˈaw']",-1
lacre,nome masculino,"['la', 'cre']",-2,"['lˈa', 'kɾɪ']",-2
lacrimal,adjetivo,"['la', 'cri', 'mal']",-1,"['la', 'kɾĩ', 'mˈaw']",-1
lacrimal,nome masculino,"['la', 'cri', 'mal']",-1,"['la', 'kɾĩ', 'mˈaw']",-1
lacrimar,verbo,"['la', 'cri', 'mar']",-1,"['la', 'kɾĩ', 'mˈa']",-1
lacrimejante,adjetivo,"['la', 'cri', 'me', 'jan', 'te']",-2,"['la', 'kɾĩ', 'me', 'ʒˈɐ̃', 'tʃɪ']",-2
lacrimejar,verbo,"['la', 'cri', 'me', 'jar']",-1,"['la', 'kɾĩ', 'me', 'ʒˈa']",-1
lacrimogéneo,adjetivo,"['la', 'cri', 'mo', 'gé', 'ne', 'o']",-3,"['la', 'kɾĩ', 'mo', 'ʒˈɛ̃', 'njʊ']",-2
lacrimoso,adjetivo,"['la', 'cri', 'mo', 'so']",-2,"['la', 'kɾĩ', 'mˈo', 'zʊ']",-2
lactação,nome feminino,"['lac', 'ta', 'ção']",-1,"['la', 'kə', 'ta', 'sˈɐ̃w']",-1
lactante,nome feminino,"['lac', 'tan', 'te']",-2,"['la', 'kə', 'tˈɐ̃', 'tʃɪ']",-2
lactante,adjetivo,"['lac', 'tan', 'te']",-2,"['la', 'kə', 'tˈɐ̃', 'tʃɪ']",-2
lactar,verbo,"['lac', 'tar']",-1,"['la', 'kə', 'tˈa']",-1
láctea,nome feminino,"['lác', 'te', 'a']",-3,"['lˈa', 'ki', 'tʃjɐ']",-3
