palavra,divisao,categoria,fonetica,tonic
tacão,"['ta', 'cão']",nome masculino,"['ta', 'kˈɐ̃w']",1
tacão,"['ta', 'cão']",adjetivo,"['ta', 'kˈɐ̃w']",1
tacar,"['ta', 'car']",verbo,"['ta', 'kˈa']",1
tacha,"['ta', 'cha']",nome feminino,"['tˈa', 'ʃɐ']",2
tachada,"['ta', 'cha', 'da']",nome feminino,"['ta', 'ʃˈa', 'dɐ']",2
tachado,"['ta', 'cha', 'do']",adjetivo,"['ta', 'ʃˈa', 'dʊ']",2
tachão,"['ta', 'chão']",nome masculino,"['ta', 'ʃˈɐ̃w']",1
tachar,"['ta', 'char']",verbo,"['ta', 'ʃˈa']",1
tachismo,"['ta', 'chis', 'mo']",nome masculino,"['ta', 'ʃˈiʒ', 'mʊ']",2
tachista,"['ta', 'chis', 'ta']",adjetivo,"['ta', 'ʃˈiʃ', 'tɐ']",2
tachista,"['ta', 'chis', 'ta']",nome masculino,"['ta', 'ʃˈiʃ', 'tɐ ou ta', 'ʃˈiʃ', 'tɐ']",2
tacho,"['ta', 'cho']",nome masculino,"['tˈa', 'ʃʊ']",2
tacitamente,"['ta', 'ci', 'ta', 'men', 'te']",advérbio,"['ta', 'si', 'tã', 'mˈẽ', 'tʃɪ']",2
tácito,"['tá', 'ci', 'to']",adjetivo,"['tˈa', 'si', 'tʊ']",3
taciturnamente,"['ta', 'ci', 'tur', 'na', 'men', 'te']",advérbio,"['ta', 'si', 'tuɦ', 'nã', 'mˈẽ', 'tʃɪ']",2
taciturno,"['ta', 'ci', 'tur', 'no']",adjetivo,"['ta', 'si', 'tˈuɦ', 'nʊ']",2
taco,"['ta', 'co']",nome masculino,"['tˈa', 'kʊ']",2
tacógrafo,"['ta', 'có', 'gra', 'fo']",nome masculino,"['ta', 'kˈɔ', 'gɾa', 'fʊ']",3
tacteante,"['tac', 'te', 'an', 'te']",adjetivo,"['ta', 'ki', 'tʃi', 'ˈɐ̃', 'tʃɪ']",2
tactear,"['tac', 'te', 'ar']",verbo,"['ta', 'ki', 'tʃi', 'ˈa']",1
táctica,"['tác', 'ti', 'ca']",nome feminino,"['tˈa', 'ki', 'tʃi', 'kɐ']",3
